CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,LastUpDate,Multilingual
37737910109785,0634880,11405,Closed,San Diego,San Marcos Unified,Bayshore Preparatory Charter,1175 Linda Vista Drive,1175 Linda Vista Dr.,San Marcos,92078-3811,CA,1175 Linda Vista Drive,1175 Linda Vista Dr.,San Marcos,92078-3811,CA,No Data,No Data,No Data,Information Not Available,2005-09-01 00:00:00,2018-06-30 00:00:00,Y,0723,No Data,54.0,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,N,No Data,33.137768,-117.19177,No Data,No Data,2018-07-03,No Data
37737910111468,0634880,11771,Active,San Diego,San Marcos Unified,San Elijo Elementary,1615 Schoolhouse Way,1615 Schoolhouse Way,San Marcos,92078-1080,CA,1615 Schoolhouse Way,1615 Schoolhouse Way,San Marcos,92078-1080,CA,(760) 290-2600,No Data,(760) 290-2807,http://www.smusd.org,2006-08-14 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.100000,-117.19530,Gary,Pope,2023-02-09,N
37737910116467,0634880,12201,Active,San Diego,San Marcos Unified,Joli Ann Leichtag Elementary,653 Poinsettia Avenue,653 Poinsettia Ave.,Vista,92081-8113,CA,653 Poinsettia Avenue,653 Poinsettia Ave.,Vista,92081-8113,CA,(760) 290-2888,No Data,(760) 290-2855,http://www.smusd.org,2008-09-02 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.155513,-117.21079,Linda,Heinrich,2023-02-09,N
37737910131433,0634880,13965,Active,San Diego,San Marcos Unified,Double Peak,111 San Elijo Road,111 San Elijo Rd.,San Marcos,92078-2051,CA,111 San Elijo Road,111 San Elijo Rd.,San Marcos,92078-2051,CA,(760) 290-2340,No Data,(760) 736-8398,http://www.smusd.org,2016-08-31 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,33.106382,-117.16582,Erica,Obrist,2023-02-09,N
37737910138222,0634880,14347,Active,San Diego,San Marcos Unified,Pivot Charter School - San Diego II,1030 La Bonita Drive Suite 100,1030 La Bonita Dr. Ste. 100,San Marcos,92078-5291,CA,1030 La Bonita Drive Suite 100,1030 La Bonita Dr. Ste. 100,San Marcos,92078-5291,CA,(760) 591-0217,No Data,(760) 891-0562,http://www.pivotsandiego.com,2018-07-01 00:00:00,No Data,Y,1983,Directly funded,54.0,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,N,0601689,33.124043,-117.20913,Jayna,Gaskell,2023-02-09,N
37737913730157,0634880,No Data,Closed,San Diego,San Marcos Unified,San Marcos High,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,66,High Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37737913730215,0634880,05891,Active,San Diego,San Marcos Unified,Twin Oaks High,158 Cassou Road,158 Cassou Rd.,San Marcos,92069-9702,CA,158 Cassou Road,158 Cassou Rd.,San Marcos,92069-9702,CA,(760) 290-2555,No Data,(760) 736-2221,http://www.smusd.org,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,N,N,N,No Data,33.179778,-117.15910,Garth,Phillips,2023-02-09,N
37737913730793,0634880,09629,Active,San Diego,San Marcos Unified,Foothills High,158 Cassou Road,158 Cassou Rd.,San Marcos,92069-9702,CA,158 Cassou Road,158 Cassou Rd.,San Marcos,92069-9702,CA,(760) 290-2544,No Data,(760) 736-2221,http://www.smusd.org,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,9-12,6-12,N,N,N,No Data,33.180651,-117.15868,Garth,Phillips,2023-02-09,N
37737913730918,0634880,13427,Active,San Diego,San Marcos Unified,San Marcos Adult,158 Cassou Road,158 Cassou Rd.,San Marcos,92069-9702,CA,158 Cassou Road,158 Cassou Rd.,San Marcos,92069-9702,CA,(760) 290-2550,No Data,No Data,http://www.smusd.org,1993-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,70,Adult Education Centers,TRAD,Traditional,HS,High School,Adult,11-12,N,No Data,N,No Data,33.178187,-117.15659,Garth,Phillips,2020-08-13,Y
37737913737632,0634880,05893,Active,San Diego,San Marcos Unified,San Marcos High,1615 San Marcos Boulevard,1615 San Marcos Blvd.,San Marcos,92078-4020,CA,1615 San Marcos Boulevard,1615 San Marcos Blvd.,San Marcos,92078-4020,CA,(760) 290-2200,No Data,(760) 736-8275,http://www.smusd.org,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,33.131215,-117.20543,Christina,Wilde,2024-06-28,N
37737916039069,0634880,05889,Active,San Diego,San Marcos Unified,La Mirada Academy,3697 La Mirada Drive,3697 La Mirada Dr.,San Marcos,92078-2312,CA,3697 La Mirada Drive,3697 La Mirada Dr.,San Marcos,92078-2312,CA,(760) 290-2000,No Data,(760) 598-5727,http://www.smusd.org,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,33.143808,-117.20381,Dana,Spencer,2023-02-09,N
37737916039077,0634880,05890,Active,San Diego,San Marcos Unified,Richland Elementary,910 Richland Road,910 Richland Rd.,San Marcos,92069-2199,CA,910 Richland Road,910 Richland Rd.,San Marcos,92069-2199,CA,(760) 290-2400,No Data,(760) 290-2412,http://www.smusd.org,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.157244,-117.14182,Mandy,Jackson,2024-06-28,N
37737916039085,0634880,05892,Active,San Diego,San Marcos Unified,San Marcos Elementary,1 Tiger Way,1 Tiger Way,San Marcos,92069-2703,CA,1 Tiger Way,1 Tiger Way,San Marcos,92069-2703,CA,(760) 290-2430,No Data,(760) 736-2213,http://www.smusd.org,1997-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.141280,-117.16829,Christine,Griley,2024-06-28,N
37737916039093,0634880,05894,Active,San Diego,San Marcos Unified,San Marcos Middle,650 West Mission Road,650 West Mission Rd.,San Marcos,92069-1555,CA,650 West Mission Road,650 West Mission Rd.,San Marcos,92069-1555,CA,(760) 290-2500,No Data,(760) 744-0893,http://www.smusd.org,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.145673,-117.17490,Nicole,Scott,2023-02-09,N
37737916095061,0634880,05895,Active,San Diego,San Marcos Unified,Woodland Park Middle,1270 Rock Springs Road,1270 Rock Springs Rd.,San Marcos,92069-3220,CA,1270 Rock Springs Road,1270 Rock Springs Rd.,San Marcos,92069-3220,CA,(760) 290-2455,No Data,(760) 741-6178,http://www.smusd.org,1997-07-07 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.147436,-117.12958,Katie,Buffum,2023-06-27,N
37737916097893,0634880,No Data,Closed,San Diego,San Marcos Unified,San Marcos Community Adult,1281 San Marcos Boulevard,1281 San Marcos Blvd.,San Marcos,92069,CA,1281 San Marcos Boulevard,1281 San Marcos Blvd.,San Marcos,92069,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,70,Adult Education Centers,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37737916105993,0634880,08974,Active,San Diego,San Marcos Unified,La Costa Meadows Elementary,6889 El Fuerte Street,6889 El Fuerte St.,Carlsbad,92009-5923,CA,6889 El Fuerte,6889 El Fuerte,Carlsbad,92009-5923,CA,(760) 290-2121,No Data,(760) 290-2120,http://www.smusd.org,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.104542,-117.23995,Lisann,Selph,2023-06-27,N
37737916107148,0634880,09439,Active,San Diego,San Marcos Unified,Knob Hill Elementary,1825 Knob Hill Road,1825 Knob Hill Rd.,San Marcos,92069-3301,CA,1825 Knob Hill Road,1825 Knob Hill Rd.,San Marcos,92069-3301,CA,(760) 290-2080,No Data,(760) 741-7843,http://www.smusd.org,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.139633,-117.11971,Amy,Sannella,2023-02-09,N
37737916108872,0634880,10068,Active,San Diego,San Marcos Unified,Paloma Elementary,660 Camino Magnifico,660 Camino Magnifico,San Marcos,92069-7323,CA,660 Camino Magnifico,660 Camino Magnifico,San Marcos,92069-7323,CA,(760) 290-2199,No Data,(760) 736-2212,http://www.smusd.org,1990-09-04 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.159796,-117.18482,Todd,Marquet,2023-02-09,N
37737916114169,0634880,07353,Active,San Diego,San Marcos Unified,Discovery Elementary,730 Applewilde Drive,730 Applewilde Dr.,San Marcos,92078-4969,CA,730 Applewilde Drive,730 Applewilde Dr.,San Marcos,92078-4969,CA,(760) 290-2077,No Data,(760) 744-8847,http://www.smusd.org,1997-07-07 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.129296,-117.19050,Julie,Morgan,2024-06-28,N
37737916115349,0634880,07719,Active,San Diego,San Marcos Unified,Twin Oaks Elementary,1 Cassou Road,1 Cassou Rd.,San Marcos,92069-9831,CA,1 Cassou Road,1 Cassou Rd.,San Marcos,92069-9831,CA,(760) 290-2588,No Data,(760) 752-3155,http://www.smusd.org,1998-07-07 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.178528,-117.15544,Angelica,Barragan-Su,2023-07-13,Y
37737916116206,0634880,08314,Active,San Diego,San Marcos Unified,Carrillo Elementary,2875 Poinsettia Lane,2875 Poinsettia Ln.,Carlsbad,92009-3041,CA,2875 Poinsettia Lane,2875 Poinsettia Ln.,Carlsbad,92009-3041,CA,(760) 290-2900,No Data,(760) 736-2203,http://www.smusd.org,1999-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.119466,-117.24190,Amanda,Keeton,2023-02-09,N
37745260000000,0600138,No Data,Active,San Diego,San Diego County ROP,No Data,6401 Linda Vista Road,6401 Linda Vista Rd.,San Diego,92111,CA,6401 Linda Vista Road,6401 Linda Vista Rd.,San Diego,92111,CA,(858) 292-3500,No Data,No Data,http://www.sdcoe.net,No Data,No Data,No Data,No Data,No Data,98.0,Regional Occupation Center/Program (ROC/P),No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,32.771468,-117.17930,Gloria,Ciriza,2025-02-27,No Data
37745263790029,0600138,11406,Active,San Diego,San Diego County ROP,San Diego County ROP,6401 Linda Vista Road,6401 Linda Vista Rd.,San Diego,92111-7319,CA,6401 Linda Vista Road,6401 Linda Vista Rd.,San Diego,92111-7319,CA,(858) 292-3500,No Data,No Data,http://www.sdcoe.net,1980-07-01 00:00:00,No Data,N,No Data,No Data,98.0,Regional Occupation Center/Program (ROC/P),98,ROC/ROP,ROP,ROP,UG,Ungraded,9-Adult,No Data,No Data,No Data,N,No Data,32.769578,-117.17984,Al,Love,2022-03-31,No Data
37754160000000,0600042,No Data,Active,San Diego,Warner Unified,No Data,30951 Highway 79,30951 Highway 79,Warner Springs,92086-0008,CA,PO Box 8,PO Box 8,Warner Springs,92086-0008,CA,(760) 782-3517,No Data,(760) 782-9117,http://www.warnerusd.net,No Data,No Data,No Data,No Data,No Data,54.0,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,33.292294,-116.68489,Andrea,Sissons,2023-07-20,No Data
37754160121764,0600042,12740,Closed,San Diego,Warner Unified,Warner i,30951 Highway 79,30951 Highway 79,Warner Springs,92086,CA,PO Box 8,PO Box 8,Warner Springs,92086-0008,CA,No Data,No Data,No Data,No Data,2013-09-02 00:00:00,2013-09-02 00:00:00,Y,1205,Locally funded,54.0,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,No Data,N,No Data,N,No Data,33.292294,-116.68489,No Data,No Data,2015-01-14,No Data
37754160122796,0600042,12735,Active,San Diego,Warner Unified,All Tribes Elementary Charter,"34320 Valley Center Road, Suite B","34320 Valley Center Rd., Ste. B",Valley Center,92082-6046,CA,"34320 Valley Center Road, Suite B","34320 Valley Center Rd., Ste. B",Valley Center,92082-6046,CA,(760) 749-4375,No Data,(760) 749-4153,No Data,2010-09-07 00:00:00,No Data,Y,1262,Directly funded,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,0601521,33.277583,-116.95371,Mary Ann,Donohue,2023-02-09,N
37754160132472,0600042,13918,Active,San Diego,Warner Unified,California Pacific Charter - San Diego,940 South Coast Drive Suite 185,940 South Coast Dr. Ste. 185,Costa Mesa,92626-7735,CA,940 South Coast Drive Suite 185,940 South Coast Dr. Ste. 185,Costa Mesa,92626-7735,CA,(855) 225-7227,No Data,(888) 769-1750,http://www.cal-pacs.org,2015-07-08 00:00:00,No Data,Y,1758,Directly funded,54.0,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,F,N,N,0602328,33.690239,-117.89537,Christine,Feher,2023-02-09,N
37754160138651,0600042,14433,Active,San Diego,Warner Unified,San Diego Mission Academy,737 Windy Point Drive Suite 101,737 Windy Point Dr. Ste. 101,San Marcos,92069-1935,CA,737 Windy Point Drive Suite 101,737 Windy Point Dr. Ste. 101,San Marcos,92069,CA,(833) 772-5106,No Data,(818) 485-2245,http://sdma.elev8schools.org/,2019-07-01 00:00:00,No Data,Y,2020,Directly funded,54.0,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,F,N,Y,0602294,33.151618,-117.16443,Lindsay,Reese,2025-07-03,N
37754160139378,0600042,14436,Active,San Diego,Warner Unified,Sage Oak Charter School - South,1473 Ford Street Suite #105,1473 Ford St. Ste. #105,Redlands,92373-3913,CA,1473 Ford Street Suite #105,1473 Ford St. Ste. #105,Redlands,92373-3913,CA,(888) 435-4445,No Data,(888) 241-6118,http://www.sageoak.education,2019-07-01 00:00:00,No Data,Y,2051,Directly funded,54.0,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,N,0602505,34.038346,-117.15383,Krista,Woodgrift,2023-02-09,N
37754160139386,0600042,14435,Active,San Diego,Warner Unified,Excel Academy Charter,"1 Technology Drive Building I, Suite 811","1 Technology Dr. Bldg. I, Ste. 811",Irvine,92618-2339,CA,"1 Technology Drive Building I, Suite 811","1 Technology Dr. Bldg. I, Ste. 811",Irvine,92618-2339,CA,(949) 387-7822,No Data,(949) 209-2689,http://www.excelacademy.education,2019-07-01 00:00:00,No Data,Y,2053,Directly funded,54.0,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,N,0602500,33.647447,-117.73468,Heidi,Gasca,2023-02-09,N
37754160139451,0600042,14406,Active,San Diego,Warner Unified,Pathways Academy Charter School - Adult Education,26025 Newport Road Suite F205,26025 Newport Rd. Ste. F205,Menifee,92584-7393,CA,26025 Newport Road Suite F205,26025 Newport Rd. Ste. F205,Menifee,92584-7393,CA,(619) 371-5017,No Data,No Data,http://www.pathwaysadulteducation.org,2019-07-01 00:00:00,No Data,Y,2052,Directly funded,54.0,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,F,N,Y,0602491,33.683833,-117.20546,Jarom,Luedtke,2023-12-13,N
37754163730975,0600042,05341,Active,San Diego,Warner Unified,Warner Junior/Senior High,30951 Highway 79,30951 Highway 79,Warner Springs,92086,CA,PO Box 8,PO Box 8,Warner Springs,92086,CA,(760) 782-3517,No Data,(760) 782-0605,http://www.warnerusd.net,1995-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,7-12,7-12,N,N,N,No Data,33.292294,-116.68489,Christian,Hendry,2023-07-20,N
37754163731015,0600042,06527,Active,San Diego,Warner Unified,San Jose Valley Continuation High,30951 Highway 79,30951 Highway 79,Warner Springs,92086,CA,PO Box 8,PO Box 8,Warner Springs,92086,CA,(760) 782-3517,No Data,(760) 782-9117,No Data,1996-09-03 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10,N,N,N,No Data,33.292294,-116.68489,Christian,Hendry,2023-07-20,No Data
37754166040661,0600042,06844,Active,San Diego,Warner Unified,Warner Elementary,30951 Highway 79,30951 Highway 79,Warner Springs,92086-0008,CA,PO Box 8,PO Box 8,Warner Springs,92086-0008,CA,(760) 782-3517,No Data,(760) 782-9117,http://www.warnerusd.net,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,33.346655,-116.73027,Christian,Hendry,2023-07-20,N
37754166119275,0600042,10387,Active,San Diego,Warner Unified,All Tribes Charter,34320 Valley Center Road,34320 Valley Center Rd.,Valley Center,92082-6046,CA,PO Box 1432,PO Box 1432,Valley Center,92082-1432,CA,(760) 749-5982,No Data,(760) 749-4153,http://www.alltribescharter.net,2001-08-04 00:00:00,No Data,Y,1057,Directly funded,54.0,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,N,N,0601989,33.277583,-116.95371,Mary,Donohue,2023-02-09,N
37756140000000,0600069,No Data,Active,San Diego,Valley Center-Pauma Unified,No Data,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082-6599,CA,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082-6599,CA,(760) 749-0464,No Data,(760) 749-1208,http://www.vcpusd.org,No Data,No Data,No Data,No Data,No Data,54.0,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,33.236463,-117.02251,Ron,McCowan,2023-10-24,No Data
37756140100511,0600069,11158,Active,San Diego,Valley Center-Pauma Unified,Lilac,30109 Lilac Road,30109 Lilac Rd.,Valley Center,92082-3318,CA,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082,CA,(760) 751-1042,No Data,(760) 751-7407,http://lilac.vcpusd.org,2003-09-02 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.256624,-117.06917,Jameson,Rienick,2023-02-14,Y
37756143731114,0600069,08607,Active,San Diego,Valley Center-Pauma Unified,Valley Center High,31322 Cole Grade Road,31322 Cole Grade Rd.,Valley Center,92082-3867,CA,31322 Cole Grade Road,31322 Cole Grade Rd.,Valley Center,92082-3867,CA,(760) 751-5500,No Data,(760) 751-5509,http://vchs.vcpusd.org,2000-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,33.279829,-117.02379,Aaron,Little,2023-02-14,Y
37756143731312,0600069,08608,Active,San Diego,Valley Center-Pauma Unified,Oak Glen High,14172 West Oak Glen Road,14172 West Oak Glen Rd.,Valley Center,92082-4123,CA,14172 West Oak Glen Road,14172 West Oak Glen Rd.,Valley Center,92082-4123,CA,(760) 751-0455,No Data,(760) 749-0767,http://oghs.vcpusd.org,2000-09-05 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,N,N,N,No Data,33.282007,-117.02401,Alicia,Graeff,2023-02-09,N
37756143731338,0600069,13514,Closed,San Diego,Valley Center-Pauma Unified,Valley Center-Pauma Adult,31322 Cole Grade Road,31322 Cole Grade Rd.,Valley Center,92082,CA,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082,CA,No Data,No Data,No Data,No Data,2000-09-12 00:00:00,2022-08-25 00:00:00,N,No Data,No Data,54.0,Unified School District,70,Adult Education Centers,TRAD,Traditional,HS,High School,9-12,No Data,N,No Data,N,No Data,33.280020,-117.02398,No Data,No Data,2023-11-02,No Data
