ANCHORNAME,ADDRESS,CITY,STATECODE,ZIP5,ZIP4,LATITUDE,LONGITUDE,CAICAT,BBSERVICE,PublicWifi,URL,FULLFIPSID,CAIID,CAIType,ConProvide,ConType,ConMedium,ConSpeed,geometry,index_right,BlockCode,DBA,FRN,TechCode,Consumer,MaxAdDn,MaxAdUp,MaxDnTier,MaxUpTier,Shape_Leng,Shape_Area,has_coverage
United States Forest Service McCloud Ranger Station,2019 Forest Road,McCloud,CA,96057,,41.2520332344,-122.127761841,4,U,U,U,060930012001031,CAFS_12165,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.127761841 41.252033234000066 0),,,,,,,,,,,,,False
United States Forest Service Mendocino National Forest Alder Springs Work Center,3333 County Road 307,Elk Creek,CA,95939,,39.6515950583,-122.728286419,4,U,U,U,060210103001007,CAFS_12166,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.72828641899997 39.651595058000055 0),,,,,,,,,,,,,False
United States Marine Corps Mountain Warfare Training Center Fire Department,State Highway 108,Bridgeport,CA,93517,,38.3570086091,-119.512889728,4,U,U,U,060510001022070,CAFS_12171,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.51288972799995 38.35700860900005 0),,,,,,,,,,,,,False
United Technology Corporation Fire Department,600 Metcalf Road,San Jose,CA,95138,,37.2339502998,-121.693647401,4,U,U,U,060855135001182,CAFS_12172,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.69364740099996 37.23395030000006 0),,,,,,,,,,,,,False
University of California Davis Fire Department,625 Kleiber Hall Drive,Davis,CA,95616,,38.5403613005,-121.7577194,4,U,U,U,061130105012002,CAFS_12173,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.75771939999998 38.540361301000075 0),,,,,,,,,,,,,False
University of California Santa Cruz Fire Department,Chinquapin Road,Santa Cruz,CA,95064,,37.0018285995,-122.0556647,4,U,U,U,060871004002001,CAFS_12174,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.05566469999997 37.00182860000007 0),,,,,,,,,,,,,False
Vacaville Fire Protection District Station 65,6080 A Street,Vacaville,CA,95687,,38.3492427402,-121.909143868,4,U,U,U,060952529042068,CAFS_12187,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.90914386799994 38.34924274000008 0),,,,,,,,,,,,,False
Valley Ford Volunteer Fire Department,14445 State Highway 1,Valley Ford,CA,94972,,38.3177686926,-122.925121965,4,U,U,U,060971535024011,CAFS_12199,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.92512196499996 38.31776869300006 0),,,,,,,,,,,,,False
Vandenberg Air Force Base Fire Department Station 1,Airfield Road,Vandenberg Air Force Base,CA,93437,,34.7342262267,-120.568969726,4,U,U,U,060839802001026,CAFS_12200,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.56896972599998 34.73422622700008 0),,,,,,,,,,,,,False
Vandenberg Air Force Base Fire Department Station 3,El Rancho Road,Vandenberg Air Force Base,CA,93437,,34.7882347109,-120.564552308,4,U,U,U,060839805001021,CAFS_12201,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.56455230799997 34.78823471100003 0),,,,,,,,,,,,,False
Vandenberg Air Force Base Fire Department Station 5,Surf Road,Vandenberg Air Force Base,CA,93437,,34.6483955385,-120.613029479,4,U,U,U,060839802001233,CAFS_12203,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.61302947899998 34.648395539000035 0),,,,,,,,,,,,,False
Vandenberg Fire Department,1172 Iceland Avenue,Lompoc,CA,93437,,34.7196655273,-120.535606385,4,U,U,U,060839802001140,CAFS_12204,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.535606385 34.719665527000075 0),,,,,,,,,,,,,False
Vandenberg Fire Station 2,203 New Mexico Avenue,Lompoc,CA,93437,,34.7344436647,-120.533973694,4,U,U,U,060839802001080,CAFS_12205,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.53397369399994 34.73444366500007 0),,,,,,,,,,,,,False
Ventura City Fire Department Station 5,4225 East Main Street,Ventura,CA,93003,,34.263167439,-119.235349548,4,U,U,U,061110028001000,CAFS_12210,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.23534954799999 34.26316743900003 0),,,,,,,,,,,,,False
Ventura County Fire Protection District Station 41,1910 Church Street,Simi Valley,CA,93065,,34.2709312449,-118.736221313,4,U,U,U,061110080022014,CAFS_12222,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.73622131299999 34.27093124500004 0),,,,,,,,,,,,,False
Viejas Fire Department,19860 Viejas Grade Road,Alpine,CA,91901,,32.8545059012,-116.699679831,4,U,U,U,060730212021040,CAFS_12229,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.69967983099997 32.85450590100004 0),,,,,,,,,,,,,False
Vista Fire Department Station 2,1050 Valley Drive,Vista,CA,92084,,33.1911053006,-117.213801599,4,U,U,U,060730196022017,CAFS_12235,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.21380159899996 33.19110530100005 0),,,,,,,,,,,,,False
Warner Brothers Studios Fire Department,4000 Warner Boulevard,Burbank,CA,91522,,34.1496959997,-118.340545,4,U,U,U,060373116012020,CAFS_12243,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.34054499999996 34.14969600000006 0),,,,,,,,,,,,,False
Washington Fire Department,15406 Washington Road,Washington,CA,95986,,39.3586624324,-120.800276952,4,U,U,U,060570009004159,CAFS_12245,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.80027695199999 39.358662432000074 0),,,,,,,,,,,,,False
Weed City Volunteer Fire Department,128 Roseburg Parkway,Weed,CA,96094,,41.4320030217,-122.381896973,4,U,U,U,060930009015010,CAFS_12250,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.38189697299998 41.43200302200006 0),,,,,,,,,,,,,False
West Stanislaus County Fire Protection District El Solyo Station 4,3926 River Road,Vernalis,CA,95385,,37.6090876777,-121.229750096,4,U,U,U,060990033001013,CAFS_12265,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.22975009599998 37.60908767800004 0),,,,,,,,,,,,,False
West Stanislaus County Fire Protection District Westley Station 3,8598 Kern Street,Westley,CA,95387,,37.5499556757,-121.201555909,4,U,U,U,060990033002062,CAFS_12268,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.20155590899998 37.549955676000025 0),,,,,,,,,,,,,False
Westport Volunteer Fire Department,37551 North State Highway 1,Westport,CA,95488,,39.6418038999,-123.782823106,4,U,U,U,060450102002189,CAFS_12273,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-123.78282310599997 39.64180390000007 0),,,,,,,,,,,,,False
Whitehorn Volunteer Fire Department,Briceland Thorn Road and Harris Creek Road,Whitethorn,CA,95589,,40.0238486359,-123.942644693,4,U,U,U,060230115013056,CAFS_12281,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-123.94264469299998 40.023848636000025 0),,,,,,,,,,,,,False
Williams Fire Protection Authority,810 East Street,Williams,CA,95987,,39.1543489255,-122.151470414,4,U,U,U,060110003022025,CAFS_12282,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.15147041399996 39.15434892500008 0),,,,,,,,,,,,,False
Willow Ranch Fire Protection District,55420 US-395,New Pine Creek,CA,97635,,41.9147644048,-120.328384399,4,U,U,U,060490003002070,CAFS_12285,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.32838439899996 41.91476440500003 0),,,,,,,,,,,,,False
Woodlake Fire Protection District - Woodlake Fire Station 12,216 East Naranjo Boulevard,Woodlake,CA,93286,,36.4139764657,-119.097312097,4,U,U,U,061070007024010,CAFS_12300,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.09731209699999 36.413976466000065 0),,,,,,,,,,,,,False
Yocha Dehe Fire Department,14170 Golf Course Drive,Brooks,CA,95606,,38.7387160597,-122.142786272,4,U,U,U,061130115002100,CAFS_12310,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.14278627199997 38.73871606000006 0),,,,,,,,,,,,,False
Yoruk Volunteer Fire Department Station 2,Johnsons Road,Hoopa,CA,95546,,41.3512588082,-123.874353687,4,U,U,U,060230101023066,CAFS_12312,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-123.87435368699994 41.35125880800007 0),,,,,,,,,,,,,False
Yurok Volunteer Fire Department Station 1,2850 State Highway 169,Weitchpec,CA,95546,,41.197593689,-123.743408203,4,U,U,U,060230101023157,CAFS_12320,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-123.74340820299994 41.19759368900003 0),,,,,,,,,,,,,False
Zamora Fire Protection District,33715 1st Street,Zamora,CA,95698,,38.7972088604,-121.882525553,4,U,U,U,061130114001048,CAFS_12321,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.882525553 38.79720886000007 0),,,,,,,,,,,,,False
Zenia Kettenpom Volunteer Fire Department,Zenia - Lake Mountain Road and Peek Road,Zenia,CA,95595,,40.172859,-123.462884999,4,U,U,U,061050005004121,CAFS_12325,Fire Stations,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-123.46288499899998 40.172859000000074 0),,,,,,,,,,,,,False
RIVERSIDE COUNTY FIRE DEPARTMENT OFFICE OF EMERGENCY SERVICES,"4080 LEMON STREET, RIVERSIDE COUNTY ADMINISTRATION BUILDING BASEMENT",RIVERSIDE,CA,92501,3609,4025826.599,-13065956.761,4,U,U,U,060650303004009,LEOC_10210696,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.37348659999998 33.97783799900003 0),,,,,,,,,,,,,False
SAN JOAQUIN COUNTY EMERGENCY OPERATIONS CENTER,"2101 EAST EARHART AVENUE, SAN JOAQUIN COUNTY AGRICULTURAL SERVICE CENTER SUITE 300",STOCKTON,CA,95206,3949,4565853.3012,-13496497.8714,4,U,U,U,060770038033047,LEOC_10210702,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-121.24110319999994 37.903859700000055 0),,,,,,,,,,,,,False
DOWNEY EMERGENCY OPERATIONS CENTER-ALTERNATE,"10911 BROOKSHIRE AVENUE, DOWNEY POLICE DEPARTMENT",DOWNEY,CA,90241,3847,4020890.5671,-13150013.6965,4,U,U,U,060375509013011,LEOC_10216612,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.12858289899998 33.94105999900006 0),,,,,,,,,,,,,False
CITY OF BURBANK EMERGENCY OPERATIONS CENTER,"200 NORTH THIRD STREET, BURBANK POLICE DEPARTMENT",BURBANK,CA,91502,1201,4053454.0768,-13170042.6444,4,U,U,U,060373107043012,LEOC_10216199,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.30850599999997 34.183394400000054 0),,,,,,,,,,,,,False
SAN PEDRO EMERGENCY MANAGEMENT,"505 SOUTH CENTRE STREET, SAN PEDRO COURTHOUSE",SAN PEDRO,CA,90731,3305,3993836.7139,-13167343.7591,4,U,U,U,060372962203007,LEOC_10216161,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.28426150099995 33.739201700000024 0),,,,,,,,,,,,,False
REDLANDS EMERGENCY OPERATIONS CENTER,"1270 WEST PARK AVENUE, REDLANDS FIRE DEPARTMENT STATION 264",REDLANDS,CA,92373,8112,4036795.5401,-13046824.8256,4,U,U,U,060710078003003,LEOC_10216240,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.20162150099998 34.05950980000006 0),,,,,,,,,,,,,False
CHINO EMERGENCY OPERATIONS CENTER,"13250 CENTRAL AVENUE, CHINO POLICE DEPARTMENT",CHINO,CA,91710,4127,4030495.3936,-13101294.1426,4,U,U,U,060710006051028,LEOC_10216239,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.69092770099996 34.01261020000004 0),,,,,,,,,,,,,False
MARIN COUNTY OFFICE OF EMERGENCY SERVICES,"3501 CIVIC CENTER DRIVE, ROOM 266",SAN RAFAEL,CA,94903,5226,4579118.7889,-13640031.2747,4,U,U,U,060411060022007,LEOC_10210684,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.53048569999999 37.99782660000005 0),,,,,,,,,,,,,False
AZUSA EMERGENCY OPERATIONS CENTER-ALTERNATE,"901 EAST ALOSTA AVENUE, AZUSA PACIFIC UNIVERSITY BUILDING 11 - CAMPUS SAFETY BUILDING",AZUSA,CA,91702,2701,4046427.7872,-13123105.6271,4,U,U,U,060374008014018,LEOC_10220250,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.88686359899998 34.131164100000035 0),,,,,,,,,,,,,False
ALPINE COUNTY EMERGENCY OPERATIONS CENTER,"14777 STATE HIGHWAY 89, ALPINE COUNTY COURTHOUSE",MARKLEEVILLE,CA,96120,,4677958.3046,-13333760.4199,4,U,U,U,060030100001077,LEOC_10210665,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.7792078 38.694170400000075 0),,,,,,,,,,,,,False
LA MIRADA EMERGENCY OPERATIONS CENTER,"13716 LA MIRADA BOULEVARD, LA MIRADA RESOURCE CENTER",LA MIRADA,CA,90638,,4016234.8183,-13136847.5285,4,U,U,U,060375036022017,LEOC_10216177,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.0103092 33.90635580000003 0),,,,,,,,,,,,,False
MANHATTAN BEACH EMERGENCY OPERATIONS CENTER,"420 15TH STREET, MANHATTEN BEACH POLICE/FIRE BUILDING",MANHATTAN BEACH,CA,90266,4607,4013744.4286,-13181280.5585,4,U,U,U,060376203056001,LEOC_10216169,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.40945789999995 33.88778650000006 0),,,,,,,,,,,,,False
NORTH INYO COUNTY EMERGENCY OPERATIONS CENTER,"701 AIRPORT ROAD, SHERIFFS POSSE HUT",BISHOP,CA,93514,3609,4490147.4344,-13176619.2107,4,U,U,U,060270001001096,LEOC_10216156,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.36758429999998 37.36529630000007 0),,,,,,,,,,,,,False
NORWALK EMERGENCY OPERATIONS CENTER,"12700 NORWALK BOULEVARD, NORWALK CITY HALL BASEMENT",NORWALK,CA,90650,3144,4017496.4814,-13143698.5641,4,U,U,U,060375523011003,LEOC_10216191,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.07185309999994 33.915761701000065 0),,,,,,,,,,,,,False
TURLOCK EMERGENCY OPERATIONS CENTER,"900 NORTH PALM STREET, TURLOCK POLICE DEPARTMENT",TURLOCK,CA,95380,3360,4509247.3965,-13452489.169,4,U,U,U,060990039063004,LEOC_10216047,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.84576629999998 37.50153940100006 0),,,,,,,,,,,,,False
PALM SPRINGS EMERGENCY OPERATIONS CENTER,"3200 TAHQUITZ CANYON WAY, PALM SPRINGS CITY HALL",PALM SPRINGS,CA,92262,6959,4005179.5331,-12970001.5195,4,U,U,U,060650447011009,LEOC_10216231,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-116.51150599999994 33.823892500000056 0),,,,,,,,,,,,,False
GARDEN GROVE EMERGENCY OPERATIONS CENTER-ALTERNATE,"11301 ACACIA PARKWAY, GARDEN GROVE POLICE DEPARTMENT",GARDEN GROVE,CA,92840,,3998807.5234,-13128532.3633,4,U,U,U,060590886021007,LEOC_10220676,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.93561279999994 33.77632640000007 0),,,,,,,,,,,,,False
SAN FERNANDO EMERGENCY OPERATIONS CENTER,"910 1ST STREET, SAN FERNANDO POLICE DEPARTMENT",SAN FERNANDO,CA,91340,2928,4066876.1436,-13184584.0201,4,U,U,U,060373202011003,LEOC_10216201,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.43913340099999 34.283078200000034 0),,,,,,,,,,,,,False
MONO COUNTY OFFICE OF EMERGENCY SERVICES EMERGENCY OPERATIONS CENTER,"100 BRYANT STREET, MONO COUNTY SHERIFFS DEPARTMENT",BRIDGEPORT,CA,93517,,4615788.5315,-13272421.655,4,U,U,U,060510001023181,LEOC_10210689,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.22819229999999 38.25695310000003 0),,,,,,,,,,,,,False
CITY OF SAN BERNARDINO EMERGENCY OPERATIONS CENTER,"710 NORTH D STREET, SAN BERNARDINO POLICE STATION",SAN BERNARDINO,CA,92401,1112,4043920.2947,-13056927.0025,4,U,U,U,060710056012014,LEOC_10216241,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.29237089999998 34.11251670100006 0),,,,,,,,,,,,,False
SANTA BARBARA COUNTY OFFICE OF EMERGENCY SERVICES,267 CAMINO DEL REMEDIO,SANTA BARBARA,CA,93110,1334,4088553.5505,-13333844.3548,4,U,U,U,060830001012003,LEOC_10210705,Local Emergency Operations Center,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.77996179999997 34.443823800000075 0),,,,,,,,,,,,,False
